cz,Name,AllAmericanIndian,AllAll,AllAsian,AllWhite,AllHispanic,AllBlack,HighAmericanIndian,HighAll,HighAsian,HighWhite,HighHispanic,HighBlack,LowAmericanIndian,LowAll,LowAsian,LowWhite,LowHispanic,LowBlack,MediumAmericanIndian,MediumAll,MediumAsian,MediumWhite,MediumHispanic,MediumBlack
cz38902,"Newport, OR",22308.0,27089,28541.0,27973,24244.0,26941.0,29054.0,31880,32330.0,32415,34677.0,39500.0,20354.0,22465,24048.0,23291,21141.0,22826.0,24648.0,27116,27613.0,27649,27863.0,31367.0
cz4102,"Pine Bluff, AR",22276.0,24706,32629.0,28294,23612.0,22354.0,35593.0,32900,36211.0,33607,31253.0,31940.0,14017.0,20601,20845.0,21408,21658.0,21149.0,24541.0,26682,27451.0,27240,26434.0,26759.0
cz24000,"Kenosha, WI",22258.0,31291,34307.0,33011,26718.0,20443.0,26297.0,34107,35479.0,34793,30806.0,26859.0,17116.0,22506,29311.0,24181,23158.0,18166.0,21626.0,28227,31946.0,29234,26961.0,22680.0
cz34111,"Ketchikan, AK",22249.0,30385,40158.0,32441,35861.0,,28250.0,33415,43821.0,34105,40927.0,,18071.0,23668,33729.0,26584,30137.0,,23089.0,28474,37922.0,30161,35375.0,
cz20700,"Keene, NH & VT",22227.0,30933,32811.0,31645,25379.0,24158.0,20969.0,34395,33931.0,34953,27145.0,27707.0,21580.0,23728,32237.0,24357,22245.0,21132.0,21280.0,28981,32964.0,29400,24684.0,24552.0
cz26303,"Turtle Mountain UT, ND",22200.0,29544,,36719,23773.0,,31680.0,38596,,40167,,,20167.0,26113,,34551,23272.0,,25849.0,32188,,37193,15531.0,
cz37200,"Fresno, CA",22186.0,25868,32435.0,30555,24715.0,20200.0,28817.0,33184,38598.0,33915,31851.0,27977.0,19622.0,21919,30881.0,23663,23397.0,18176.0,24161.0,27482,34148.0,28554,27597.0,23271.0
cz27801,"Columbus-Norfolk, NE",22145.0,34009,33650.0,35227,26276.0,18194.0,25180.0,38247,36798.0,38763,30753.0,23305.0,20541.0,28217,28513.0,29871,25591.0,16447.0,22825.0,33095,32041.0,34047,28155.0,19980.0
cz34103,"Valdez, AK",22117.0,31640,,34388,21895.0,,18950.0,33741,,36615,18761.0,,23509.0,28419,,30811,22788.0,,21269.0,31033,,33553,20790.0,
cz9400,"Gainesville, GA",22113.0,25729,29598.0,27463,23944.0,21965.0,23163.0,31120,32808.0,31558,29095.0,29477.0,20993.0,19884,28252.0,20953,23098.0,20127.0,22060.0,25445,30207.0,26031,26080.0,24992.0
cz8900,"Macon, GA",22108.0,25703,34922.0,29482,26795.0,21283.0,23989.0,31406,38119.0,32064,31961.0,29739.0,19323.0,19641,28881.0,21295,20938.0,19339.0,21616.0,25464,32799.0,26449,26426.0,24752.0
cz12302,"Petoskey, MI",22078.0,28413,30469.0,29013,26463.0,18611.0,24100.0,33028,31140.0,33559,31866.0,24444.0,20512.0,21551,29432.0,21990,20448.0,7266.0,22276.0,27221,30165.0,27518,26134.0,15992.0
cz34805,"Alamosa, CO",22067.0,27535,32091.0,31135,24779.0,,23526.0,35025,46984.0,35631,34605.0,,21562.0,23387,26195.0,26121,22600.0,,22527.0,29114,34668.0,30633,28556.0,
cz34002,"Idabel, AR & OK",22030.0,23977,40040.0,25336,24584.0,21545.0,30964.0,32651,48971.0,33309,30855.0,26902.0,20836.0,21901,37650.0,22713,24260.0,21271.0,25834.0,27211,42203.0,27774,27535.0,24200.0
cz14900,"Gary, IN",22011.0,30743,41829.0,33391,30236.0,23103.0,21520.0,34046,41126.0,35121,33644.0,27768.0,22819.0,22767,34013.0,24234,25525.0,20927.0,22181.0,28329,37011.0,29414,29548.0,24485.0
cz39400,"Seattle, WA",21991.0,31891,37496.0,32993,28926.0,24659.0,27195.0,34083,39905.0,34415,32454.0,29334.0,17881.0,24743,34442.0,24966,24498.0,21400.0,22467.0,29340,36760.0,29466,28447.0,25526.0
cz7300,"Palm Bay, FL",21988.0,26752,34979.0,27981,27081.0,20361.0,27832.0,30982,37289.0,31253,32401.0,29203.0,18108.0,20952,30482.0,21984,22673.0,18243.0,22901.0,25915,33375.0,26420,27508.0,23944.0
cz8000,"Sumter, SC",21974.0,25323,37506.0,28849,26955.0,22473.0,17974.0,32770,43461.0,33056,35869.0,32131.0,23116.0,21013,31785.0,22419,23999.0,21072.0,20585.0,26824,36635.0,27502,29864.0,26821.0
cz30908,"Plainview, TX",21947.0,27221,,32051,25902.0,21550.0,20866.0,34196,,35698,29723.0,26662.0,22667.0,24681,,27459,25451.0,21449.0,21783.0,29364,,31365,27572.0,24160.0
cz18201,"Olean, NY & PA",21944.0,29881,35111.0,30442,21318.0,26979.0,29692.0,36529,35393.0,36986,29624.0,30254.0,19869.0,22979,22446.0,23576,18649.0,24772.0,24719.0,29628,28011.0,29935,24117.0,27616.0
cz38602,"Colville, WA",21926.0,28489,30889.0,29712,23997.0,27286.0,27729.0,33843,32901.0,34787,29593.0,12113.0,18746.0,23352,28349.0,24347,22324.0,32098.0,23176.0,28524,30302.0,29317,25942.0,21602.0
cz15900,"Columbus, OH",21905.0,29718,38696.0,31544,27638.0,22356.0,28032.0,34194,41318.0,34721,32062.0,30252.0,16736.0,20889,33798.0,21948,22858.0,19713.0,22289.0,27458,36964.0,28044,27433.0,25198.0
cz15700,"Scioto, OH",21889.0,24619,35985.0,25212,20976.0,22425.0,34622.0,33212,38075.0,33670,27911.0,30921.0,14712.0,18284,27187.0,18805,18093.0,17889.0,24457.0,25668,31813.0,25921,22977.0,24669.0
cz33802,"Chickasha, OK",21885.0,28315,38235.0,30445,23365.0,21861.0,35410.0,35740,44601.0,35902,33316.0,33050.0,18960.0,23365,31197.0,25737,21505.0,20145.0,27056.0,29446,36728.0,30558,27377.0,26854.0
cz15100,"Lorain, OH",21856.0,29772,38622.0,31457,25780.0,19654.0,30627.0,33976,36939.0,34778,31363.0,24958.0,14983.0,21462,27988.0,22871,21413.0,17501.0,22637.0,27639,31801.0,28549,26366.0,21362.0
cz1203,"Asheville, NC",21854.0,26647,37366.0,27797,24701.0,20531.0,30946.0,31430,37959.0,31844,29591.0,27221.0,14967.0,20091,36366.0,21096,21784.0,18477.0,22788.0,25702,37048.0,26242,25671.0,23021.0
cz36100,"Salt Lake City, UT",21848.0,30110,33932.0,30939,26835.0,25347.0,27703.0,31802,35582.0,32106,31149.0,29919.0,17445.0,24636,31372.0,25818,23629.0,21693.0,22495.0,28170,33170.0,28818,27366.0,25971.0
cz33601,"Lawton, OK",21847.0,27446,34383.0,29489,27289.0,23865.0,30083.0,33783,34857.0,34912,34124.0,31043.0,18630.0,22978,34023.0,24263,24416.0,21512.0,24285.0,28307,34381.0,29332,29227.0,26468.0
cz29203,"Manhattan, KS",21841.0,30513,33199.0,32165,27669.0,23245.0,30876.0,35033,34719.0,35942,31731.0,28934.0,16579.0,24219,31976.0,25584,24911.0,20808.0,23620.0,29535,33150.0,30497,28297.0,25035.0
cz30403,"Okmulgee, OK",21818.0,25193,,27217,22922.0,22570.0,31193.0,32892,,33534,30843.0,29643.0,19488.0,22073,,23578,20587.0,21864.0,25266.0,27415,,28330,25696.0,25909.0
cz14200,"Indianapolis, IN",21769.0,29430,37703.0,31405,27385.0,22445.0,24308.0,32608,39017.0,33164,31432.0,28786.0,17868.0,20443,32689.0,21268,23032.0,19842.0,21029.0,26459,35369.0,26958,27208.0,24495.0
cz20200,"Burlington, VT",21704.0,33100,35271.0,33832,30761.0,28402.0,26304.0,36194,38552.0,36727,34057.0,33597.0,18644.0,24916,29187.0,25713,22044.0,22209.0,22415.0,30443,33153.0,30927,28010.0,28119.0
cz12301,"Traverse City, MI",21699.0,29310,31524.0,29870,25198.0,25176.0,22834.0,33197,34730.0,33578,28690.0,33825.0,21055.0,22668,26407.0,23134,23423.0,21085.0,21930.0,27864,29974.0,28120,26041.0,27699.0
cz26605,"Aberdeen, SD",21643.0,35485,42218.0,36278,25261.0,,25248.0,38586,42650.0,39479,23187.0,,17228.0,30191,43467.0,31425,27512.0,,21165.0,34268,43116.0,35202,25373.0,
cz20100,"Portland, ME",21609.0,30454,31699.0,31079,27122.0,24318.0,28013.0,34405,33268.0,34900,30727.0,28474.0,16052.0,23239,30053.0,23770,23220.0,22119.0,21918.0,28741,31433.0,29071,26953.0,25422.0
cz2600,"Roanoke Rapids, NC & VA",21590.0,24574,30193.0,30369,23426.0,21509.0,29692.0,34291,32801.0,35798,33193.0,31328.0,19612.0,20796,23219.0,22394,21799.0,20668.0,24588.0,27458,27347.0,28776,27463.0,26213.0
cz30300,"Fayetteville, AR & MO & OK",21561.0,27221,32491.0,28687,25110.0,22755.0,27967.0,32920,38078.0,33393,33769.0,27963.0,19124.0,21936,27490.0,23106,23987.0,20284.0,23486.0,27361,31987.0,28018,28839.0,24279.0
cz28900,"Denver, CO",21540.0,32555,36604.0,35114,28333.0,25907.0,26407.0,34659,38449.0,35628,32648.0,31029.0,16782.0,24957,33311.0,26977,25054.0,23040.0,21506.0,29727,35493.0,31079,28822.0,27189.0
cz22800,"Eau Claire, MN & WI",21526.0,33411,30625.0,33970,27316.0,30768.0,30092.0,37068,35282.0,37392,29624.0,37259.0,13942.0,26655,28082.0,27282,25563.0,26277.0,21793.0,31742,31161.0,32056,27579.0,31918.0
cz37604,"Reno, NV",21514.0,29072,34835.0,31043,26759.0,24190.0,25867.0,32819,37759.0,33472,31975.0,30288.0,19049.0,22639,31639.0,24228,23922.0,20061.0,22406.0,27664,34236.0,28637,27921.0,25384.0
cz12901,"Lexington-Fayette, KY",21479.0,27164,40494.0,28428,27975.0,21448.0,24047.0,31677,41569.0,32088,34248.0,28954.0,19981.0,19455,33974.0,20079,23295.0,19113.0,21980.0,25504,37169.0,25831,28728.0,24234.0
cz22100,"Iowa City, IA",21442.0,33992,39638.0,34887,29931.0,27944.0,27018.0,36268,39793.0,36685,35308.0,34648.0,18239.0,26350,38884.0,27228,26456.0,25351.0,22563.0,31204,39275.0,31701,30827.0,30156.0
cz35402,"Cortez, CO & UT",21436.0,27236,,28943,26400.0,,29227.0,32826,,34082,28155.0,,19058.0,23104,,24341,25441.0,,24077.0,27901,,28983,26788.0,
cz29204,"Topeka, KS",21399.0,30792,35655.0,32351,27990.0,22587.0,27983.0,34275,36445.0,34852,33719.0,30045.0,17644.0,23215,33407.0,24906,22760.0,19747.0,22736.0,28665,34703.0,29638,28202.0,25107.0
cz3003,"Jackson, MS",21395.0,25956,37995.0,31660,24795.0,21682.0,26954.0,33222,40304.0,34394,34261.0,30981.0,19499.0,20609,30754.0,23487,21272.0,20174.0,23175.0,26843,34775.0,28688,27725.0,25798.0
cz4901,"Jackson, TN",21393.0,25786,38400.0,28686,22731.0,21018.0,23811.0,32242,40468.0,32893,30827.0,29230.0,18356.0,19907,34443.0,21225,19421.0,19373.0,21035.0,26010,36992.0,26807,25105.0,24502.0
cz13000,"Elizabethtown, KY",21391.0,27456,31360.0,28039,26702.0,25612.0,25101.0,33482,32902.0,34084,27991.0,32726.0,19991.0,21896,26250.0,22171,25570.0,21543.0,22506.0,27616,29109.0,27860,26772.0,27352.0
cz6900,"Sarasota, FL",21389.0,27645,36760.0,29479,26065.0,20087.0,30291.0,32553,39546.0,33185,32522.0,27623.0,17067.0,21894,31284.0,23401,23197.0,18702.0,23585.0,27160,34773.0,28072,27829.0,23340.0
cz34403,"Helena, MT",21349.0,31681,31680.0,32545,27252.0,,35664.0,35260,35986.0,35629,32368.0,,18278.0,24967,23729.0,26271,22944.0,,26832.0,30021,28983.0,30710,27627.0,
cz5202,"Memphis, MS & TN",21347.0,25313,37156.0,31099,25825.0,20799.0,26344.0,31453,40270.0,32625,31693.0,29433.0,16921.0,19343,32693.0,22192,22170.0,18953.0,21548.0,25337,35890.0,27180,26908.0,24407.0
cz12701,"Cincinnati, KY & OH",21340.0,30772,40456.0,32568,28920.0,21550.0,28107.0,34649,41616.0,35272,32228.0,29861.0,14464.0,20897,33165.0,22219,22343.0,18765.0,21096.0,27683,36715.0,28442,27258.0,24540.0
cz8300,"Greenville, SC",21328.0,26485,34183.0,27949,26224.0,23148.0,26811.0,31408,36634.0,31685,32155.0,30836.0,16040.0,19714,29519.0,19493,22643.0,21143.0,21314.0,25501,32549.0,25334,27371.0,26185.0
cz6800,"Lakeland, FL",21300.0,25276,35863.0,27596,24955.0,19708.0,27032.0,31901,39625.0,32463,31833.0,27733.0,18684.0,20441,30834.0,21548,23527.0,18380.0,22798.0,26110,34544.0,26770,27653.0,23242.0
cz35801,"Boise City, ID",21219.0,28129,32458.0,28992,25092.0,25740.0,27160.0,31143,34233.0,31476,29449.0,31069.0,17231.0,22653,29566.0,23373,23182.0,21691.0,22114.0,26848,31566.0,27245,26299.0,26567.0
cz24400,"Rockford, IL",21187.0,30805,34692.0,32447,27831.0,19698.0,19133.0,33906,36355.0,34624,31661.0,26287.0,22967.0,22541,27717.0,24138,24350.0,17418.0,21083.0,28147,31402.0,29133,27980.0,22016.0
cz29201,"Hiawatha, KS",21175.0,34971,,36036,24495.0,25953.0,26235.0,40899,,41448,33015.0,35013.0,20159.0,29681,,30920,21059.0,24111.0,23154.0,35090,,35824,27007.0,29747.0
cz900,"Charlotte, NC & SC",21161.0,28020,33878.0,31182,26310.0,22149.0,26916.0,32363,37584.0,33021,30742.0,30055.0,16578.0,20507,30673.0,21654,23422.0,19972.0,21652.0,26371,33608.0,27090,27061.0,25220.0
cz26411,"Sidney, MT & ND",21128.0,37707,,39391,27836.0,,29559.0,42156,,43125,34320.0,,18347.0,34393,,36559,25074.0,,23880.0,38135,,39614,29652.0,
cz7600,"Jacksonville, FL & GA",21108.0,26600,33966.0,29020,27416.0,21406.0,25895.0,31530,36646.0,32091,31615.0,28886.0,16874.0,20280,28539.0,21391,23751.0,19372.0,21300.0,25847,31993.0,26512,27657.0,24322.0
cz29601,"Columbia, MO",21091.0,30372,36602.0,31572,24251.0,21883.0,23251.0,34135,38949.0,34544,28633.0,30989.0,18012.0,22900,30742.0,24171,20882.0,19681.0,20583.0,28439,34213.0,29113,24742.0,25566.0
cz35201,"Grand Junction, CO",21083.0,29198,35005.0,30259,26042.0,24723.0,21096.0,33524,37194.0,34027,30871.0,23841.0,20663.0,24373,31622.0,25324,23857.0,25674.0,20876.0,28882,33991.0,29469,27342.0,24725.0
cz10200,"Albany, GA",21075.0,23147,33549.0,28383,22672.0,19382.0,34853.0,30944,35956.0,32107,29871.0,28341.0,12703.0,19160,27565.0,21786,18976.0,18490.0,23467.0,24994,31148.0,26724,24406.0,23613.0
cz11201,"Bluefield, VA & WV",20987.0,26117,42292.0,26685,26587.0,19625.0,20056.0,33276,38119.0,33789,31168.0,24807.0,19662.0,20247,32054.0,20747,22888.0,18159.0,19856.0,26689,34626.0,26984,27006.0,21605.0
cz31800,"College Station, TX",20949.0,28824,41674.0,33535,26424.0,20948.0,27696.0,34951,44514.0,35903,33576.0,31424.0,19266.0,23131,35663.0,27172,24509.0,20105.0,23424.0,28950,39335.0,31310,29005.0,25994.0
cz24500,"Rolla, MO",20838.0,26049,35004.0,26457,26265.0,25641.0,36631.0,33059,37193.0,33384,29404.0,30586.0,17528.0,20749,28549.0,21199,24086.0,21726.0,26911.0,26834,32226.0,27027,26728.0,26333.0
cz39203,"Bend, OR",20835.0,28606,30105.0,29689,25314.0,19580.0,27377.0,32464,29808.0,33140,29172.0,25439.0,17651.0,22863,30589.0,23899,23428.0,13907.0,22439.0,27602,30252.0,28310,26284.0,19777.0
cz12001,"Big Rapids, MI",20771.0,27361,37509.0,27979,20212.0,23971.0,31643.0,33663,40018.0,34064,24804.0,33824.0,16405.0,20721,27756.0,21404,17469.0,18454.0,23909.0,27115,32930.0,27453,21103.0,26443.0
cz37300,"Chico, CA",20756.0,27368,32533.0,28764,26210.0,22846.0,28589.0,32901,40370.0,33124,33515.0,31872.0,18286.0,22628,31530.0,22913,24090.0,18132.0,23367.0,27699,35253.0,27790,28766.0,25280.0
cz39303,"Port Angeles, WA",20674.0,28642,28517.0,29685,26036.0,27466.0,25477.0,32605,27956.0,33560,30493.0,27136.0,17914.0,23003,29813.0,23821,21852.0,27534.0,21632.0,27742,29016.0,28468,26154.0,27328.0
cz10000,"Panama City, FL",20672.0,25043,29936.0,26255,27570.0,20293.0,19755.0,30937,32897.0,31557,32175.0,27024.0,20567.0,20456,27873.0,20856,25077.0,19311.0,20168.0,25643,30029.0,25981,28600.0,23321.0
cz15300,"Parkersburg, OH & WV",20659.0,27971,40021.0,28365,26859.0,25613.0,26255.0,33919,40946.0,34207,33610.0,28719.0,18903.0,20723,31290.0,21218,18193.0,21183.0,22524.0,27241,35346.0,27424,25868.0,25102.0
cz36000,"Provo, UT",20628.0,28496,32287.0,28968,26639.0,29771.0,23416.0,29511,32797.0,29729,30128.0,30403.0,17895.0,24440,31022.0,25223,24003.0,28528.0,20604.0,26942,31785.0,27374,27047.0,29500.0
cz22602,"Shawano, WI",20624.0,30601,31724.0,31900,23913.0,18561.0,28722.0,35579,35534.0,36363,31224.0,11410.0,16048.0,24122,25939.0,25677,18365.0,21144.0,22267.0,29749,30045.0,30741,24772.0,15971.0
cz27101,"Willmar, MN",20579.0,35121,34592.0,36055,23142.0,20213.0,31587.0,38872,33981.0,39406,28775.0,25101.0,13816.0,29279,34240.0,30460,22309.0,13826.0,22465.0,33934,34129.0,34654,25527.0,19558.0
cz18800,"Scranton, PA",20541.0,32457,39238.0,33255,27435.0,24418.0,19807.0,37188,40333.0,37814,31518.0,28218.0,20801.0,25191,34984.0,25903,24246.0,21213.0,20313.0,31055,37251.0,31526,27857.0,24856.0
cz21301,"Mankato, MN",20540.0,35783,39250.0,36462,26984.0,27102.0,22813.0,38885,41452.0,39473,32461.0,38440.0,18969.0,28856,36722.0,30085,24994.0,25095.0,20857.0,33723,38723.0,34485,28700.0,31935.0
cz31303,"Kerrville, TX",20528.0,28687,31023.0,32441,24332.0,23605.0,24237.0,36117,34015.0,37111,33246.0,39187.0,19379.0,23580,28655.0,26950,23024.0,22149.0,21767.0,29733,30951.0,31752,28101.0,30890.0
cz6700,"Tampa, FL",20525.0,27098,34993.0,29070,27560.0,20542.0,25734.0,32531,39237.0,32979,33753.0,29157.0,17196.0,21434,30941.0,22422,24694.0,18576.0,21388.0,26918,34446.0,27467,29185.0,24081.0
cz39100,"Kennewick, OR & WA",20506.0,29663,36569.0,31183,27236.0,24966.0,27396.0,33124,37884.0,33492,32499.0,29042.0,15261.0,23217,32750.0,24040,25391.0,20605.0,21184.0,28104,34932.0,28549,28917.0,24995.0
cz16000,"Mansfield, OH",20504.0,28427,39483.0,29191,26385.0,20168.0,30410.0,34438,39299.0,34947,31174.0,26740.0,14742.0,20895,34165.0,21580,21357.0,17482.0,22397.0,27580,36345.0,27959,26245.0,22284.0
cz10302,"Dothan, AL",20492.0,25493,31154.0,28195,27110.0,19761.0,23301.0,32083,33472.0,32626,31732.0,29892.0,18144.0,20074,29522.0,21589,24064.0,18787.0,20675.0,26016,31216.0,26869,27872.0,24567.0
cz7500,"Deltona, FL",20430.0,25680,34100.0,27445,25479.0,19166.0,21643.0,31267,36650.0,31741,31557.0,28051.0,19485.0,21259,31509.0,22605,23420.0,17982.0,20545.0,26209,33697.0,26974,27463.0,23215.0
cz1900,"Jacksonville, NC",20398.0,25730,32825.0,28833,25685.0,20915.0,31930.0,32204,36904.0,32798,31553.0,30514.0,13666.0,19915,28781.0,21571,22637.0,19159.0,22552.0,25995,32239.0,26941,27071.0,25069.0
cz22700,"Wausau, WI",20391.0,33774,29713.0,34403,24768.0,29154.0,26630.0,36947,32861.0,37354,29473.0,33444.0,15446.0,26359,27940.0,26975,20897.0,24422.0,20905.0,31533,30052.0,31877,25168.0,29097.0
cz36901,"Crescent City, CA & OR",20371.0,25168,36852.0,26020,23886.0,22482.0,28455.0,29854,42329.0,30332,27370.0,25084.0,16584.0,20805,35376.0,21444,21885.0,21661.0,22419.0,25283,38297.0,25700,24615.0,23439.0
cz34402,"Bozeman, MT",20353.0,31177,37464.0,31743,31926.0,29165.0,33164.0,34984,38443.0,35261,38037.0,44422.0,13128.0,25927,38150.0,26728,26219.0,16010.0,22867.0,30373,38276.0,30778,32017.0,30384.0
cz9701,"Columbus, AL & GA",20299.0,24387,34291.0,27818,25923.0,21535.0,22102.0,31381,37290.0,31975,32490.0,30093.0,19104.0,19616,27965.0,20174,22296.0,19717.0,20576.0,25439,31933.0,25826,27364.0,25118.0
cz17800,"Oneonta, NY",20268.0,29984,36168.0,30537,26856.0,21792.0,20239.0,35700,37939.0,36215,32085.0,31957.0,21611.0,23841,26814.0,24358,23710.0,17402.0,20937.0,29665,31543.0,29985,27870.0,24971.0
cz11102,"Troy, AL",20256.0,25722,45373.0,28919,21947.0,20434.0,21672.0,35439,51827.0,36328,28827.0,31092.0,19816.0,21942,41357.0,23466,20280.0,20732.0,20728.0,28589,45508.0,29575,24538.0,26122.0
cz17100,"Huntington, KY & OH & WV",20209.0,25213,36949.0,25711,23504.0,22209.0,37344.0,31794,35935.0,32082,29797.0,28667.0,16605.0,18889,27273.0,19401,18459.0,18395.0,26774.0,25275,30972.0,25476,24108.0,23737.0
cz4302,"Searcy, AR",20203.0,25491,26335.0,26726,27016.0,18907.0,19979.0,32859,22964.0,33467,35961.0,30286.0,18589.0,20668,27448.0,21538,25471.0,18291.0,19271.0,26695,25526.0,27241,30646.0,24533.0
cz17700,"Syracuse, NY",20137.0,32428,37906.0,33698,26131.0,21489.0,26449.0,36476,39585.0,37052,32699.0,29106.0,16443.0,23550,32097.0,24762,21612.0,18940.0,21349.0,29889,35260.0,30581,27126.0,24230.0
cz20001,"Bangor, ME",20129.0,28554,35909.0,29117,26160.0,26391.0,21517.0,33876,39187.0,34304,30541.0,28607.0,19020.0,22147,28676.0,22743,22225.0,24881.0,20246.0,27934,33120.0,28260,26364.0,26813.0
cz22601,"Green Bay, WI",20123.0,34310,32025.0,35367,25795.0,24134.0,25903.0,36803,35639.0,37317,30847.0,31806.0,16105.0,25495,29788.0,26824,23022.0,20352.0,20898.0,31026,32287.0,31781,26913.0,26310.0
cz37601,"Elko, NV",20120.0,31446,42867.0,32811,31554.0,18464.0,28447.0,33907,48439.0,34519,34380.0,15170.0,15842.0,24982,37369.0,26251,28380.0,22615.0,22021.0,29376,41837.0,30182,31345.0,18700.0
cz21502,"Pine City, MN",20106.0,32395,33401.0,33153,22417.0,22715.0,28268.0,37332,41469.0,37796,29339.0,32352.0,18038.0,27338,29726.0,28326,15311.0,19638.0,23081.0,32214,34646.0,32789,22242.0,26251.0
cz25000,"Quincy, IL & MO",20074.0,29968,41116.0,30692,27568.0,21214.0,30063.0,36007,40687.0,36393,34550.0,30502.0,19207.0,22970,32556.0,23698,20753.0,18559.0,24568.0,29375,35982.0,29725,27607.0,24775.0
cz13700,"Concord, IN & MI",20049.0,28992,35787.0,29823,28538.0,20341.0,22563.0,32923,38927.0,33185,32783.0,26320.0,18415.0,22651,28890.0,23499,26353.0,18627.0,20451.0,27721,33137.0,28123,29540.0,22622.0
cz36501,"Klamath Falls, CA & OR",20031.0,28527,31649.0,29748,27355.0,26798.0,27891.0,33914,35900.0,34460,35098.0,30503.0,17832.0,23130,29101.0,24185,23791.0,25247.0,22787.0,28447,32003.0,29080,29389.0,27973.0
cz24802,"Springfield, IL",19997.0,30997,42067.0,32493,31677.0,20150.0,25077.0,35202,43927.0,35663,34872.0,27983.0,16089.0,21762,33865.0,23005,27360.0,18349.0,20480.0,28385,38043.0,29030,31070.0,23357.0
cz4200,"Little Rock, AR",19974.0,26681,34618.0,29345,24740.0,21804.0,26722.0,32339,37668.0,33019,31563.0,30641.0,14444.0,20252,29700.0,21512,21043.0,19695.0,20397.0,26231,33084.0,27015,26281.0,25392.0
cz35701,"Twin Falls, ID",19941.0,28012,37217.0,28992,26126.0,23921.0,16420.0,32409,40241.0,32620,33260.0,34057.0,20451.0,23886,36074.0,24890,24683.0,21540.0,18454.0,28090,37844.0,28578,28937.0,28036.0
cz21501,"Minneapolis, MN & WI",19935.0,36401,36713.0,37951,30883.0,24934.0,29299.0,37495,38832.0,38174,33582.0,32869.0,14301.0,27221,33087.0,28980,26317.0,22968.0,21598.0,32232,35523.0,33306,29914.0,28106.0
cz7700,"Lake City, FL",19901.0,23912,35416.0,25952,24317.0,19388.0,21740.0,31417,42352.0,31975,29971.0,29112.0,18929.0,20115,28153.0,21505,21973.0,18645.0,20309.0,25708,34082.0,26516,25955.0,24091.0
cz21001,"Ashland, WI",19860.0,31319,33501.0,32298,20573.0,,28013.0,35678,24557.0,36389,20110.0,,16308.0,25926,43375.0,26916,20859.0,,22054.0,30706,34997.0,31401,20487.0,
cz1800,"Goldsboro, NC",19849.0,25446,33557.0,28876,22499.0,21766.0,26393.0,32835,37971.0,33575,31451.0,30045.0,15893.0,20510,29815.0,21903,21370.0,20362.0,21028.0,26604,33275.0,27481,26388.0,25401.0
cz13200,"Owensboro, KY",19785.0,28471,36941.0,29170,23710.0,21516.0,29487.0,34404,38474.0,34732,34184.0,33244.0,16059.0,21638,32112.0,22257,18093.0,19216.0,22654.0,27936,34808.0,28209,26099.0,26510.0
cz5900,"Clarksville, KY & TN",19736.0,25628,32202.0,27334,26196.0,21882.0,26337.0,31637,33432.0,32400,33884.0,28590.0,17629.0,20508,30658.0,21299,22164.0,19835.0,21911.0,26014,31849.0,26611,27986.0,24390.0
cz34105,"Kotzebue, AK",19731.0,19864,,31745,,,31949.0,30861,,36494,,,15751.0,15694,,16547,,,23711.0,23163,,26053,,
cz12002,"Ludington, MI",19686.0,28063,33151.0,28861,22963.0,24982.0,27324.0,33788,34524.0,34404,28039.0,31478.0,16664.0,21482,30281.0,22156,20642.0,23073.0,21900.0,27557,32099.0,28003,24326.0,27437.0
cz8100,"Columbia, SC",19666.0,27259,38219.0,31000,27279.0,23278.0,23985.0,32838,41106.0,33384,32880.0,31787.0,16458.0,21135,34905.0,22389,23370.0,21107.0,20137.0,26919,37524.0,27642,28093.0,26660.0
cz16600,"Roanoke, VA & WV",19546.0,28333,35226.0,29576,26056.0,21783.0,32684.0,33069,37844.0,33429,33041.0,31188.0,11794.0,20305,30168.0,21210,19088.0,18846.0,21919.0,26616,33426.0,27053,26036.0,25269.0
cz6600,"Rome, AL & GA",19541.0,24681,34439.0,26004,24334.0,21454.0,31050.0,31240,36279.0,31636,31243.0,30225.0,14505.0,19110,33079.0,19642,23132.0,19318.0,22583.0,25114,34444.0,25389,27164.0,24995.0
cz9200,"Griffin, GA",19512.0,23740,30135.0,26111,24748.0,20098.0,23034.0,30507,23830.0,31163,33566.0,29275.0,16385.0,19343,34158.0,19980,22052.0,19097.0,19630.0,24870,29711.0,25338,27773.0,24394.0
cz20401,"Providence, MA & RI",19477.0,34021,35719.0,35612,26278.0,26494.0,21200.0,37232,38569.0,37873,33549.0,32715.0,18207.0,25433,31774.0,26453,24884.0,23558.0,19674.0,31199,34652.0,31841,29180.0,28308.0
cz15000,"Canton, OH",19389.0,29855,38235.0,30707,27503.0,20771.0,31239.0,35343,40096.0,35728,32792.0,29539.0,13520.0,22031,29251.0,22899,21866.0,18128.0,22129.0,28587,33820.0,29005,27299.0,24065.0
cz6502,"Cleveland, TN",19387.0,24288,30736.0,24987,22383.0,22779.0,24958.0,30703,32197.0,31128,29207.0,27963.0,16205.0,18752,30151.0,19275,19406.0,20145.0,20483.0,24668,31030.0,24955,24289.0,24213.0
cz26803,"Jamestown, ND",19370.0,36518,,36992,28908.0,,22825.0,41046,,41374,34591.0,,17089.0,30835,,31474,24938.0,,19896.0,35758,,36088,29716.0,
